08923: Maritime transport statistics. Cargo and number of units, by commodity, flag, loaded/unloaded, domestic/foreign, quarter, contents and port;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commodity;flag;loaded/unloaded;domestic/foreign;quarter;contents;Fredrikstad (Borg);Moss;Oslo;Drammen;Tønsberg;Sandefjord;Larvik;Porsgrunn (Grenland);Kristiansand;Farsund;Kvinesdal;Egersund;Stavanger;Sauda;Haugesund (Karmsund);Bergen and Omland;Florø;Svelgen (Bremanger);Måløy (Nordfjord);Ålesund;Molde;Kristiansund;Trondheim;Verdal;Brønnøysund (Brønnøy);Helgeland havn;Mo i Rana;Bodø;Narvik;Harstad;Tromsø;Hammerfest;Sveagruva;Kirkenes;Norway - Unspecified, quarterly survey
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2018K3;Cargo (tonnes);1851;0;23792;5114;58865;0;0;66157;0;0;0;0;0;0;0;0;0;0;0;3462;0;0;0;0;0;178;0;0;0;0;0;0;0;0;15380
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2018K4;Cargo (tonnes);0;0;43103;7463;53361;0;0;54422;0;0;0;0;0;0;43400;0;0;0;0;0;0;0;3379;0;0;0;0;0;0;0;0;0;0;0;18813
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2019K1;Cargo (tonnes);1796;0;14798;7712;32581;0;0;68753;0;0;0;0;0;0;0;13409;0;0;0;0;0;3880;3000;0;0;5342;4396;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2019K2;Cargo (tonnes);2945;0;38554;5085;1765;0;0;76005;0;0;0;0;0;0;31447;3226;0;0;0;0;0;0;3987;0;0;11486;4086;0;0;0;0;0;0;0;13008
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2019K3;Cargo (tonnes);0;0;43348;0;34758;0;0;76429;0;0;0;0;0;0;0;104247;0;0;0;0;0;3700;2498;0;0;12570;0;0;0;0;0;0;0;0;4178
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2019K4;Cargo (tonnes);0;0;35333;5441;80613;0;0;41030;0;0;0;0;0;0;0;0;0;0;0;0;0;4348;5850;0;0;1786;0;0;0;0;0;0;0;0;8075
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2020K1;Cargo (tonnes);0;0;8797;11079;78598;0;0;88779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6137;0;0;10719;0;0;4508;0;0;0;0;0;20718
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2020K2;Cargo (tonnes);0;0;0;2800;35528;0;0;100266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6006;0;0;8616;3952;0;8666;0;0;0;0;0;15425
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2020K3;Cargo (tonnes);1648;0;14378;9683;111673;0;0;89155;0;0;0;0;0;0;13125;79610;0;0;0;0;0;0;0;0;0;8776;0;0;4160;0;0;0;0;0;24052
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2020K4;Cargo (tonnes);700;0;12110;10787;43013;0;0;64272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;0;0;8712;0;0;3751;0;0;0;0;0;6441
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2021K1;Cargo (tonnes);1400;0;2203;2650;40409;0;0;60888;1897;0;0;0;0;0;0;0;0;0;0;0;0;0;3048;0;0;10191;0;0;4101;0;0;0;0;0;8416
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Foreign;2021K2;Cargo (tonnes);0;0;0;0;0;0;0;99283;0;0;0;0;0;0;13125;114045;0;0;0;0;0;600;3919;0;0;7165;11050;0;0;0;0;0;0;0;15884
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2012K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2012K2;Cargo (tonnes);0;0;0;0;113649;0;0;0;0;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2012K3;Cargo (tonnes);0;0;0;0;96207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2012K4;Cargo (tonnes);0;0;0;0;3543;0;0;0;0;0;0;0;0;0;0;14276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2013K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2013K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2013K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2013K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1569;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2014K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2014K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2014K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2014K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2015K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2015K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2015K3;Cargo (tonnes);0;0;0;0;0;0;0;0;3442;0;0;0;0;0;0;0;1070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2015K4;Cargo (tonnes);0;0;0;0;79274;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2016K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2016K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2016K3;Cargo (tonnes);0;0;0;0;40791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2016K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2017K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2017K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2017K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2017K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2018K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2018K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2018K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2018K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2019K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2019K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2019K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2019K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2020K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2020K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2020K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2020K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2021K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Unloaded;Unknown;2021K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2012K1;Cargo (tonnes);4873;0;0;0;1730;0;0;0;0;0;0;0;150;0;120301;1858;12695;0;194;0;0;0;0;2473;0;0;0;3529;0;0;0;6348;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2012K2;Cargo (tonnes);8318;0;0;0;5332;0;0;0;0;0;0;0;3659;0;108018;640;15379;0;135;0;0;0;0;4792;0;0;0;5627;0;0;0;3567;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2012K3;Cargo (tonnes);7622;0;0;0;0;0;0;0;0;0;0;0;6964;0;121083;49505;18304;0;110;0;0;9038;0;1328;0;0;0;7027;0;0;0;4095;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2012K4;Cargo (tonnes);7648;0;0;0;75712;0;0;0;0;0;0;0;1397;0;120415;20247;7532;0;71;0;0;21744;0;2776;0;0;945;6080;0;0;0;7560;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2013K1;Cargo (tonnes);0;0;0;0;5504;0;0;2000;0;0;0;0;3051;0;136882;31179;16054;0;64;0;0;3850;0;0;0;0;0;6663;0;0;0;9579;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2013K2;Cargo (tonnes);0;0;0;0;4121;0;0;0;187;0;0;0;1457;0;143911;52227;12099;0;228;0;0;0;0;0;0;0;0;4503;0;0;0;11202;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2013K3;Cargo (tonnes);0;0;0;0;90250;0;0;300;0;0;0;0;2320;0;90014;17192;13284;0;114;0;0;7655;0;0;0;0;0;275;0;0;0;17038;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2013K4;Cargo (tonnes);0;0;466;0;7979;0;0;0;0;0;0;0;1601;0;101570;30285;35648;0;98;0;0;13763;0;0;0;0;707;1912;0;0;0;13102;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2014K1;Cargo (tonnes);0;0;0;0;0;0;0;1039;0;0;0;0;0;0;134738;4213;16609;0;188;0;0;16844;0;0;0;0;0;745;0;0;0;110892;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2014K2;Cargo (tonnes);0;0;0;0;8630;0;0;0;668;0;0;0;0;0;40270;515;25092;0;135;0;0;4649;0;0;0;0;0;1190;0;0;0;72856;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2014K3;Cargo (tonnes);0;0;0;0;0;0;0;0;1237;0;0;0;0;0;60584;233;15049;0;86;0;0;5000;0;0;0;0;4895;1290;0;0;0;155585;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2014K4;Cargo (tonnes);0;0;0;0;49051;0;0;0;1829;0;0;0;0;0;125144;7156;22562;0;119;0;0;0;0;0;0;0;0;1275;0;0;0;77694;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2015K1;Cargo (tonnes);0;0;0;0;0;0;0;0;1877;0;0;0;0;0;107017;504;16269;0;186;0;0;8430;0;0;0;0;0;1252;0;0;0;87245;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2015K2;Cargo (tonnes);0;0;0;0;0;0;0;0;1367;0;0;0;0;0;102432;231;16542;0;150;0;0;0;0;0;0;0;637;0;0;0;0;86697;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2015K3;Cargo (tonnes);0;0;0;0;0;0;0;0;1429;0;0;0;0;0;159310;32;11959;0;123;0;0;0;0;0;0;0;0;1077;0;0;0;300296;7;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2015K4;Cargo (tonnes);0;0;0;0;0;0;0;2000;1621;0;0;0;0;0;85217;1117;10131;0;121;0;0;0;0;0;0;0;511;616;0;0;0;160968;112;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2016K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;155174;22651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69995;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2016K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;119399;34892;0;0;0;0;0;3758;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2016K3;Cargo (tonnes);0;0;0;0;0;0;0;836;2649;0;0;0;0;0;51442;13338;0;0;4;0;0;16039;0;0;0;0;0;0;0;0;0;1356;1;1150;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2016K4;Cargo (tonnes);0;0;0;0;0;0;0;1003;0;0;0;0;0;0;41393;14013;0;0;17;0;0;7798;0;0;0;0;0;0;0;0;0;487;9;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2017K1;Cargo (tonnes);0;0;0;0;0;0;0;980;0;0;0;0;0;0;81684;41870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2017K2;Cargo (tonnes);0;0;0;0;0;0;0;1157;225;0;0;0;0;0;31437;46171;530;0;0;2161;0;8412;0;0;0;0;0;0;0;0;0;119870;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2017K3;Cargo (tonnes);0;0;0;0;0;0;0;854;0;0;0;0;29;0;6910;46850;0;0;0;0;0;0;1421;0;0;0;0;0;0;0;0;374493;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2017K4;Cargo (tonnes);0;0;0;0;11805;0;0;0;0;0;0;0;0;0;65161;51502;0;0;0;4147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2018K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;67398;15194;0;0;0;4;0;0;2783;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2018K2;Cargo (tonnes);0;0;0;0;40199;0;0;2300;0;0;0;0;0;3500;34590;15051;330;0;0;0;0;0;2691;0;0;0;0;0;0;0;0;21847;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2018K3;Cargo (tonnes);0;0;0;0;8918;0;0;0;0;0;0;0;0;0;58179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2018K4;Cargo (tonnes);0;0;0;0;0;0;0;4502;0;0;0;0;0;0;56530;0;0;0;129;10;0;0;0;0;0;0;0;0;0;0;0;10251;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2019K1;Cargo (tonnes);0;0;0;98;9268;0;0;5852;0;0;0;0;0;0;49934;43400;400;0;0;0;0;7929;0;0;0;0;0;0;0;0;0;250;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2019K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;62078;58129;0;0;0;0;46200;8295;2169;0;0;0;0;1500;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2019K3;Cargo (tonnes);0;0;0;0;4193;0;0;0;0;0;0;0;0;0;6930;24438;192;0;0;0;0;12336;4716;0;0;0;0;0;0;0;0;0;0;3429;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2019K4;Cargo (tonnes);0;0;0;0;0;0;0;4500;0;0;0;0;0;0;25742;51094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2020K1;Cargo (tonnes);0;0;0;0;14379;0;0;400;0;0;0;0;0;0;0;37313;0;0;0;10;0;0;1483;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2020K2;Cargo (tonnes);0;0;0;0;0;0;0;1844;0;0;0;0;0;0;4667;51364;318;0;0;0;0;783;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2020K3;Cargo (tonnes);0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;31108;400;0;0;10;0;10899;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2020K4;Cargo (tonnes);0;0;0;0;0;0;0;3098;0;0;0;0;0;0;2877;11958;1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2021K1;Cargo (tonnes);0;0;0;0;0;0;0;867;414;0;0;0;0;0;0;1500;0;0;0;0;0;0;2380;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Domestic;2021K2;Cargo (tonnes);0;0;0;2120;0;0;0;0;0;0;0;0;0;0;3577;12760;0;0;0;10;0;9202;0;0;0;0;0;0;0;0;0;450;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2012K1;Cargo (tonnes);0;0;2782;0;0;0;0;35280;0;0;0;0;0;0;192287;257876;0;0;0;0;0;97625;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2012K2;Cargo (tonnes);0;0;0;0;0;0;0;31562;0;0;0;0;217;0;46838;338937;0;0;0;0;0;109649;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2012K3;Cargo (tonnes);2800;0;0;0;0;0;0;18904;0;0;0;0;0;0;121573;118276;0;0;6;0;0;87159;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2012K4;Cargo (tonnes);0;0;0;0;0;0;0;23222;0;0;0;0;0;0;83349;372129;0;0;0;0;0;92776;0;0;0;0;0;0;0;0;0;37442;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2013K1;Cargo (tonnes);0;0;0;0;0;0;0;29516;162;0;0;0;0;0;239931;253069;0;0;0;0;0;92619;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2013K2;Cargo (tonnes);0;0;0;0;0;0;0;40519;0;0;0;0;0;0;130201;293636;0;0;5;0;0;79335;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2013K3;Cargo (tonnes);0;0;0;0;0;0;0;22159;0;0;0;0;0;0;98271;256274;0;0;3;0;0;101709;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2013K4;Cargo (tonnes);200;0;0;0;0;0;0;8306;0;0;0;0;0;0;73986;438929;0;0;0;0;0;108328;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2014K1;Cargo (tonnes);0;0;0;0;0;0;0;51323;0;0;0;0;0;0;106982;435438;0;0;7;0;0;152378;0;0;0;0;0;0;0;0;0;70005;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2014K2;Cargo (tonnes);0;0;0;0;0;0;0;95398;0;0;0;0;0;0;38182;23;0;0;28;0;0;107198;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2014K3;Cargo (tonnes);0;0;0;0;0;0;0;37072;0;0;0;0;0;0;248946;21732;0;0;1;0;0;241947;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2014K4;Cargo (tonnes);0;0;0;0;0;0;0;25240;0;0;0;0;0;0;177949;27;0;0;13;0;0;104205;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2015K1;Cargo (tonnes);0;0;0;0;0;0;0;28005;0;0;0;0;0;0;84895;372;0;0;0;0;0;111425;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2015K2;Cargo (tonnes);0;0;0;0;0;0;0;4021;0;0;0;0;0;0;235031;42986;0;0;0;0;0;102373;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2015K3;Cargo (tonnes);0;0;0;0;0;0;0;15140;0;0;0;0;0;0;155931;62275;0;0;0;0;0;123969;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2015K4;Cargo (tonnes);2500;0;0;0;0;0;0;54651;0;0;0;0;0;0;64631;0;0;0;0;0;0;127006;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2016K1;Cargo (tonnes);0;0;0;0;0;0;0;76735;0;0;0;0;0;0;103200;254383;0;0;0;0;0;115559;0;0;0;0;0;0;0;0;0;0;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2016K2;Cargo (tonnes);0;0;0;0;0;0;0;39893;0;0;0;0;0;0;158124;217523;0;0;0;0;0;32711;0;0;0;0;0;0;0;0;0;223049;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2016K3;Cargo (tonnes);0;0;0;0;0;0;0;21757;0;0;0;0;0;0;29557;176439;0;0;0;0;0;67582;0;0;0;0;0;0;0;0;0;240375;24;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2016K4;Cargo (tonnes);0;0;0;0;0;0;0;52655;0;0;0;0;0;0;277568;532291;0;0;0;0;0;125969;0;0;0;0;0;0;0;0;0;715007;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2017K1;Cargo (tonnes);1495;0;0;0;0;0;0;19404;0;0;0;0;0;0;258316;270493;0;0;0;0;50000;125144;0;0;0;0;0;0;0;0;0;499281;0;0;0
Coal, oil and chemicals and chemical products;Norge NIS;Loaded;Foreign;2017K2;Cargo (tonnes);0;0;0;0;3332;0;0;8103;0;0;0;0;498;0;247335;349591;0;0;0;0;0;112074;0;0;0;0;0;0;0;0;0;169971;0;0;0
