08923: Maritime transport statistics. Cargo and number of units, by commodity, flag, loaded/unloaded, domestic/foreign, quarter, contents and port;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commodity;flag;loaded/unloaded;domestic/foreign;quarter;contents;Fredrikstad (Borg);Moss;Oslo;Drammen;Tønsberg;Sandefjord;Larvik;Porsgrunn (Grenland);Kristiansand;Farsund;Kvinesdal;Egersund;Stavanger;Sauda;Haugesund (Karmsund);Bergen and Omland;Florø;Svelgen (Bremanger);Måløy (Nordfjord);Ålesund;Molde;Kristiansund;Trondheim;Verdal;Brønnøysund (Brønnøy);Helgeland havn;Mo i Rana;Bodø;Narvik;Harstad;Tromsø;Hammerfest;Sveagruva;Kirkenes;Norway - Unspecified, quarterly survey
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2014K3;Cargo (tonnes);0;0;7;0;0;0;0;0;0;0;0;0;0;0;180;163;0;0;0;15817;0;90745;2629;0;0;0;0;0;479;0;274;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2014K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1092;147;0;0;0;52973;0;92003;1954;0;0;0;0;0;1196;0;256;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2015K1;Cargo (tonnes);0;0;18;0;0;0;0;0;0;0;0;0;0;0;943;279;0;0;0;8358;0;68776;2344;0;0;0;0;0;708;0;73;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2015K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1508;5196;0;0;0;13599;0;92879;1402;0;0;0;0;0;1105;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2015K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;3912;167;0;0;0;13256;0;103684;1637;0;0;0;0;0;2570;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2015K4;Cargo (tonnes);0;0;1971;0;0;0;0;0;0;0;0;0;0;0;1503;132;0;0;0;23348;0;80194;1522;0;0;0;0;0;1328;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2016K1;Cargo (tonnes);0;0;2154;0;0;0;0;0;0;0;0;0;0;0;292;0;2119;0;3455;20006;104;56058;901;0;183;0;0;0;356;0;0;0;0;2522;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2016K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;142;3143;0;2361;22744;0;61838;1981;0;68;0;0;0;192;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2016K3;Cargo (tonnes);0;0;2003;0;0;0;0;0;0;0;0;0;0;0;189;55;1363;0;1459;16517;0;75521;1568;0;301;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2016K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;133;4002;0;2413;17924;0;66265;2170;0;237;0;0;0;0;0;0;0;0;4671;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2017K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;3995;476;544;0;4733;29082;0;175308;3703;0;0;0;0;0;0;0;0;0;0;5169;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2017K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;2238;0;236;0;1512;24880;150;180684;4196;0;140;0;0;0;0;0;0;959;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2017K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;2604;0;232;0;1176;11253;56;92361;2919;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2017K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;134;0;0;495;0;0;0;2920;76563;0;53550;2413;0;591;0;0;0;0;0;0;0;0;4194;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2018K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1470;0;0;0;4147;58878;142;61839;3599;0;191;0;0;0;0;0;0;0;0;5475;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2018K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1180;0;460;0;1594;22887;0;63149;2425;0;1953;0;0;0;68;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2018K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;123;0;1364;16203;0;85379;1726;0;295;0;0;0;534;0;0;0;0;1902;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2018K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;3201;36633;0;89381;3333;0;129;0;0;90;793;0;0;0;0;4707;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2019K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;4926;0;166;0;13919;26014;93;67378;3891;0;2567;0;0;0;463;0;0;0;0;1931;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2019K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;3400;0;1422;0;2632;19011;599;75314;3346;0;817;0;0;0;515;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2019K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;4575;0;0;0;3153;12442;47;79595;5128;0;70;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2019K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;3276;1124;0;0;7759;31671;91;49460;2721;0;325;0;0;0;0;0;0;0;0;1646;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2020K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;529;1232;0;0;9057;16172;321;32329;4630;0;0;0;0;0;530;0;0;0;0;1024;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2020K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1969;2049;323;0;2852;20809;1;26587;932;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2020K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;4097;0;202;1733;0;0;2098;19835;85;27501;3058;0;410;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2020K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;527;0;0;6753;26480;128;21077;2307;0;122;0;0;0;0;0;0;0;0;2862;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2021K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1033;108;0;8835;45954;129;47950;903;0;330;0;0;0;0;0;0;19045;0;2623;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Domestic;2021K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1938;1355;1888;0;3591;14887;0;31698;1016;0;270;0;0;0;0;0;0;3974;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2012K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;622;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2012K2;Cargo (tonnes);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2012K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2012K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;2450;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;125;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2013K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2013K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2013K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2013K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1569;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2014K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;2250;0;0;0;0;0;0;0;0;2283;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2014K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;288;0;0;1501;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2014K3;Cargo (tonnes);0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1386;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2014K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1390;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2015K1;Cargo (tonnes);0;1078;0;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2015K2;Cargo (tonnes);0;574;0;0;0;0;3120;0;0;0;0;0;5453;0;0;0;0;0;0;818;0;4479;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2015K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1926;0;1715;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2015K4;Cargo (tonnes);0;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3321;0;1914;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2016K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2016K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2016K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2016K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2017K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2017K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1640;0;44;787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2017K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2017K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2018K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0;0;686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2018K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6787;0;0;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2018K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2018K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2019K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2019K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;2902;0;0;0;0;580;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2019K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2019K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;2084;0;0;0;0;0;0;0;346;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2020K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2020K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1276;372;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2020K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3724;537;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2020K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;0;2430;615;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2021K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;878;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Foreign;2021K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2012K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2012K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2012K3;Cargo (tonnes);0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1017;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2012K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1014;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2013K1;Cargo (tonnes);0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2013K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2013K3;Cargo (tonnes);0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2013K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2014K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2014K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;291;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2014K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2014K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;12920;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2015K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3364;0;0;45;0;0;0;0;0;0;0;2;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2015K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2015K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;331;313;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2015K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469;0;0;0;0;0;0;0;0;0;0;0;0;0;7034;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2016K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3147;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2016K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;0;1395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2016K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2016K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2017K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2017K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2017K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2017K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2018K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2018K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2018K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2018K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2019K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2019K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2019K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2019K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2020K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2020K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2020K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2020K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2021K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Unloaded;Unknown;2021K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Loaded;Domestic;2012K1;Cargo (tonnes);2950;0;428;0;0;0;0;0;0;0;0;0;16398;0;27192;31800;0;0;6;2167;0;51882;6570;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Loaded;Domestic;2012K2;Cargo (tonnes);8228;0;460;0;0;0;1860;0;0;0;0;0;20275;0;25151;1018;0;0;545;2889;0;35335;4224;0;0;0;0;0;0;0;0;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Loaded;Domestic;2012K3;Cargo (tonnes);0;0;620;0;0;0;0;0;0;0;0;0;20660;0;44473;1018;0;0;26;1459;0;76770;4866;0;0;0;0;0;0;0;1;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Loaded;Domestic;2012K4;Cargo (tonnes);3170;0;861;0;0;0;0;0;0;0;0;0;14323;0;38673;731;0;0;4;455;0;83742;6718;0;0;0;0;0;188;0;35;0;0;0;0
Food products, beverages, tobaco and animal fodder;Norge NOR;Loaded;Domestic;2013K1;Cargo (tonnes);0;0;341;0;0;0;0;0;0;0;0;0;1049;0;19159;772;0;0;34;4063;0;54069;6280;0;693;0;0;0;0;0;0;0;0;0;0
